0.437500 0.000000 0.375000 0.437500 0.062500 0.375000 0.437500 0.062500 0.437500 0.437500 0.000000 0.437500 0
0.375000 0.000000 0.375000 0.437500 0.000000 0.375000 0.437500 0.000000 0.437500 0.375000 0.000000 0.437500 0
0.375000 0.000000 0.437500 0.437500 0.000000 0.437500 0.437500 0.062500 0.437500 0.375000 0.062500 0.437500 0
0.375000 0.000000 0.375000 0.375000 0.062500 0.375000 0.375000 0.062500 0.437500 0.375000 0.000000 0.437500 0
0.375000 0.062500 0.375000 0.437500 0.062500 0.375000 0.437500 0.062500 0.437500 0.375000 0.062500 0.437500 0
0.375000 0.000000 0.375000 0.437500 0.000000 0.375000 0.437500 0.062500 0.375000 0.375000 0.062500 0.375000 0
0.437500 0.000000 0.437500 0.437500 0.062500 0.437500 0.437500 0.062500 0.500000 0.437500 0.000000 0.500000 0
0.375000 0.000000 0.437500 0.437500 0.000000 0.437500 0.437500 0.000000 0.500000 0.375000 0.000000 0.500000 0
0.375000 0.000000 0.500000 0.437500 0.000000 0.500000 0.437500 0.062500 0.500000 0.375000 0.062500 0.500000 0
0.375000 0.000000 0.437500 0.375000 0.062500 0.437500 0.375000 0.062500 0.500000 0.375000 0.000000 0.500000 0
0.375000 0.062500 0.437500 0.437500 0.062500 0.437500 0.437500 0.062500 0.500000 0.375000 0.062500 0.500000 0
0.375000 0.000000 0.437500 0.437500 0.000000 0.437500 0.437500 0.062500 0.437500 0.375000 0.062500 0.437500 0
0.437500 0.062500 0.375000 0.437500 0.125000 0.375000 0.437500 0.125000 0.437500 0.437500 0.062500 0.437500 0
0.375000 0.062500 0.375000 0.437500 0.062500 0.375000 0.437500 0.062500 0.437500 0.375000 0.062500 0.437500 0
0.375000 0.062500 0.437500 0.437500 0.062500 0.437500 0.437500 0.125000 0.437500 0.375000 0.125000 0.437500 0
0.375000 0.062500 0.375000 0.375000 0.125000 0.375000 0.375000 0.125000 0.437500 0.375000 0.062500 0.437500 0
0.375000 0.125000 0.375000 0.437500 0.125000 0.375000 0.437500 0.125000 0.437500 0.375000 0.125000 0.437500 0
0.375000 0.062500 0.375000 0.437500 0.062500 0.375000 0.437500 0.125000 0.375000 0.375000 0.125000 0.375000 0
0.437500 0.062500 0.437500 0.437500 0.125000 0.437500 0.437500 0.125000 0.500000 0.437500 0.062500 0.500000 0
